10	241	-0.4625	1537606996
10	245	0.9316	1538710165
10	251	-0.3379	1536952427
10	248	0.6136	1538523735
10	259	0.4169	1537145447
10	247	-0.2244	1536496415
11	246	-0.9173	1538609180
11	259	0.1231	1538742148
11	256	0.1286	1537278093
11	252	0.5898	1538562514
11	249	-0.4514	1537780499
11	244	0.9625	1537509528
11	253	-0.5305	1538580599
11	242	0.3443	1538371507
11	250	-0.2653	1536696550
11	251	-0.3084	1536253513
12	256	0.3842	1536499072
12	242	0.9564	1538615553
12	250	-0.7631	1538448212
12	248	0.1524	1538135590
12	254	-0.4807	1538598057
12	257	-0.2811	1538737041
12	255	-0.5749	1538738891
12	245	0.3328	1538718548
12	244	0.8572	1538704194
12	258	-0.6260	1538574441
13	242	0.1236	1538059792
13	253	0.9263	1538380111
13	247	-0.0554	1538754071
13	256	0.5583	1538327036
13	244	-0.6461	1538382432
13	255	0.8936	1538502658
13	243	-0.5584	1536634769
13	258	0.4512	1538397980
13	260	0.0199	1537324315
13	249	0.6346	1537726948
14	255	0.8556	1536839646
14	258	-0.1626	1538658301
14	249	-0.5594	1536525736
14	254	-0.1931	1537888259
14	245	0.0959	1538426378
14	248	0.0488	1538346376
14	242	0.7851	1537694169
14	253	-0.2823	1538752031
14	247	-0.0549	1538470760
14	243	-0.2234	1536563470
15	248	-0.8561	1537718242
15	249	0.5291	1536087334
15	247	0.2333	1538343594
15	241	0.0937	1538058273
15	246	-0.7034	1535947030
15	243	-0.5838	1538726032
15	260	-0.7291	1538683568
15	253	-0.7330	1538710895
15	257	0.7711	1536167681
15	254	-0.0211	1535984208
16	247	0.1990	1535949756
16	251	0.8949	1538522726
16	255	-0.4570	1537307401
16	242	0.7821	1537988724
16	249	-0.9043	1536737873
16	250	-0.4403	1537783170
16	256	-0.7282	1536437368
16	253	0.4068	1538579451
16	260	0.4176	1538087427
16	240	-0.7750	1538506144
17	257	0.2100	1538619271
17	260	-0.3861	1538611510
17	259	-0.5517	1538563028
17	251	-0.8061	1535896728
17	256	-0.9950	1538640589
17	241	0.5522	1537268781
17	242	0.4621	1538608894
17	253	0.9125	1538522015
17	243	-0.0116	1537367016
17	246	-0.2010	1538597429
18	259	-0.4662	1537581387
18	255	0.5534	1538715287
18	247	-0.1534	1538495731
18	260	0.4703	1535737666
18	256	0.8217	1538543210
18	251	0.9342	1538376053
18	253	-0.5920	1538467392
18	243	0.7935	1538651523
18	249	-0.5805	1537310357
18	244	0.8060	1538147499
19	259	0.1662	1538342003
19	248	0.3980	1536264802
19	247	-0.4569	1536411317
19	246	-0.8876	1536342042
19	260	0.4797	1538467865
19	258	0.8705	1538567997
19	257	0.6160	1538720897
19	249	-0.8277	1538605045
19	250	-0.8069	1535922264
19	255	0.5078	1536327458
20	259	-0.3507	1538655731
20	249	0.6799	1538747479
20	254	0.6461	1538386264
20	241	-0.6379	1538477632
20	260	0.6259	1536248831
20	244	-0.3841	1538551382
20	253	-0.3009	1538039649
20	243	0.5274	1536610719
20	255	0.1880	1538682242
20	256	0.0970	1535863420
21	248	0.7332	1538698212
21	249	0.2251	1537220140
21	254	-0.7120	1536983748
21	246	0.6020	1538467821
21	240	-0.7212	1537386669
21	253	-0.7559	1536792879
21	258	-0.3893	1538226537
21	255	-0.0014	1536843995
21	251	-0.0016	1537680809
21	241	0.5292	1538586907
22	250	-0.1415	1538537277
22	253	-0.3058	1537437958
22	247	-0.5024	1535932101
22	257	-0.4554	1538357298
22	259	0.0620	1536551379
22	256	-0.6747	1536239578
22	258	0.3628	1536578630
22	241	0.6903	1538351621
22	242	-0.3354	1538684218
22	251	-0.5659	1538319539
23	244	-0.0679	1538348298
23	249	-0.8305	1538713012
23	242	-0.6870	1538513465
23	243	-0.6657	1538355841
23	240	0.2892	1538439384
23	246	-0.7148	1537068973
23	247	-0.5236	1538219184
23	251	0.0691	1538542624
23	255	-0.3373	1536883189
23	254	-0.9612	1538731250
24	260	0.7804	1535942600
24	242	-0.0383	1536049084
24	245	0.5630	1538573524
24	240	0.3263	1536542223
24	254	-0.0615	1536793876
24	256	-0.8633	1538723695
24	241	-0.6172	1538427697
24	248	-0.7837	1538515653
24	246	-0.4986	1537160307
24	247	-0.4914	1537927956
25	249	-0.1478	1538399309
25	246	-0.6596	1536387981
25	245	-0.2907	1538507315
25	251	0.5130	1538649049
25	247	0.6990	1538553324
25	258	0.3340	1538533189
25	240	0.3755	1537019613
25	260	0.8963	1538520445
25	253	0.6386	1538600094
25	252	0.4855	1538657076
26	258	0.7429	1538140068
26	256	0.4355	1538365540
26	241	-0.9668	1538653465
26	252	0.0134	1537543386
26	250	-0.8182	1538571036
26	249	-0.4753	1536631532
26	245	-0.5668	1536515657
26	247	0.2962	1538486534
26	259	0.0217	1538012489
26	255	0.3171	1537824646
27	260	-0.0337	1538700205
27	245	0.4871	1535981330
27	240	-0.8630	1537800688
27	252	0.0751	1538730631
27	251	0.8059	1538333596
27	241	-0.8653	1536586902
27	243	0.0267	1538579284
27	248	0.6703	1538429412
27	257	0.5726	1538682814
27	259	0.2299	1538686313
28	251	-0.6168	1538560283
28	257	0.7916	1535750408
28	243	0.7240	1538515614
28	253	-0.6810	1538604876
28	244	-0.2977	1537767581
28	249	0.5898	1537399505
28	240	-0.4671	1537597691
28	258	0.1094	1536183882
28	241	0.0399	1538435506
28	260	-0.5648	1538487790
29	255	-0.1769	1536346283
29	259	-0.6341	1537342023
29	242	-0.2385	1538062837
29	245	-0.6087	1538631718
29	240	0.5437	1538395458
29	249	0.9920	1537679493
29	250	0.4978	1537847276
29	252	-0.8879	1538523083
29	260	-0.0671	1536951275
29	251	-0.3327	1536473398
30	251	-0.7832	1538652846
30	255	-0.6454	1535977658
30	250	0.3530	1535845423
30	252	-0.4097	1537050964
30	249	-0.9255	1537065869
30	259	0.4540	1538558647
30	246	0.1523	1538158943
30	256	0.8964	1536784326
30	243	0.7099	1538628023
30	257	-0.5908	1538733880
